,0,1,2,3,4,5,6,7,8,9,10
935,"Kommo-o
","
","75
","110
","125
","100
","105
","85
","100,00
","17,89
","600
"
936,"Tapu Koko
","
","70
","115
","85
","95
","75
","130
","95,00
","23,45
","570
"
937,"Tapu Lele
","
","70
","85
","75
","130
","115
","95
","95,00
","23,45
","570
"
938,"Tapu Bulu
","
","70
","130
","115
","85
","95
","75
","95,00
","23,45
","570
"
939,"Tapu Fini
","
","70
","75
","115
","95
","130
","85
","95,00
","23,45
","570
"
940,"Cosmog
","
","43
","29
","31
","29
","31
","37
","33,33
","5,57
","200
"
941,"Cosmoem
","
","43
","29
","131
","29
","131
","37
","66,67
","50,11
","400
"
942,"Solgaleo
","
","137
","137
","107
","113
","89
","97
","113,33
","20,10
","680
"
943,"Lunala
","
","137
","113
","89
","137
","107
","97
","113,33
","20,10
","680
"
944,"Nihilego
","
","109
","53
","47
","127
","131
","103
","95,00
","36,46
","570
"
945,"Buzzwole
","
","107
","139
","139
","53
","53
","79
","95,00
","39,50
","570
"
946,"Pheromosa
","
","71
","137
","37
","137
","37
","151
","95,00
","52,85
","570
"
947,"Xurkitree
","
","83
","89
","71
","173
","71
","83
","95,00
","38,88
","570
"
948,"Celesteela
","
","97
","101
","103
","107
","101
","61
","95,00
","16,97
","570
"
949,"Kartana
","
","59
","181
","131
","59
","31
","109
","95,00
","55,81
","570
"
950,"Guzzlord
","
","223
","101
","53
","97
","53
","43
","95,00
","67,31
","570
"
951,"Necrozma
","
","97
","107
","101
","127
","89
","79
","100,00
","16,43
","600
"
952,"Necrozma (melena crepuscular)
","
","97
","157
","127
","113
","109
","77
","113,33
","27,20
","680
"
953,"Necrozma (alas de alba)
","
","97
","113
","109
","157
","127
","77
","113,33
","27,20
","680
"
954,"Ultra-Necrozma
","
","97
","167
","97
","167
","97
","129
","125,67
","34,33
","754
"
955,"Magearna
","
","80
","95
","115
","130
","115
","65
","100,00
","24,49
","600
"
956,"Marshadow
","
","90
","125
","80
","90
","90
","125
","100,00
","19,75
","600
"
957,"Poipole
","
","67
","73
","67
","73
","67
","73
","70,00
","3,29
","420
"
958,"Naganadel
","
","73
","73
","73
","127
","73
","121
","90,00
","26,40
","540
"
959,"Stakataka
","
","61
","131
","211
","53
","101
","13
","95,00
","69,90
","570
"
960,"Blacephalon
","
","53
","127
","53
","151
","79
","107
","95,00
","40,22
","570
"
961,"Zeraora
","
","88
","112
","75
","102
","80
","143
","100,00
","25,16
","600
"
962,"Meltan
","
","46
","65
","65
","55
","35
","34
","50,00
","13,94
","300
"
963,"Melmetal
","
","135
","143
","143
","80
","65
","34
","100,00
","46,70
","600
"
964,"Grookey
","
","50
","65
","50
","40
","40
","65
","51,67
","11,25
","310
"
965,"Thwackey
","
","70
","85
","70
","55
","60
","80
","70,00
","11,40
","420
"
966,"Rillaboom
","
","100
","125
","90
","60
","70
","85
","88,33
","22,95
","530
"
967,"Scorbunny
","
","50
","71
","40
","40
","40
","69
","51,67
","14,73
","310
"
968,"Raboot
","
","65
","86
","60
","55
","60
","94
","70,00
","16,01
","420
"
969,"Cinderace
","
","80
","116
","75
","65
","75
","119
","88,33
","23,13
","530
"
970,"Sobble
","
","50
","40
","40
","70
","40
","70
","51,67
","14,72
","310
"
971,"Drizzile
","
","65
","60
","55
","95
","55
","90
","70,00
","17,89
","420
"
972,"Inteleon
","
","70
","85
","65
","125
","65
","120
","88,33
","27,51
","530
"
973,"Skwovet
","
","70
","55
","55
","35
","35
","25
","45,83
","16,86
","275
"
974,"Greedent
","
","120
","95
","95
","55
","75
","20
","76,67
","35,31
","460
"
975,"Rookidee
","
","38
","47
","35
","33
","35
","57
","40,83
","9,35
","245
"
976,"Corvisquire
","
","68
","67
","55
","43
","55
","77
","60,83
","12,14
","365
"
977,"Corviknight
","
","98
","87
","105
","53
","85
","67
","82,50
","19,41
","495
"
978,"Blipbug
","
","25
","20
","20
","25
","45
","45
","30,00
","11,83
","180
"
979,"Dottler
","
","50
","35
","80
","50
","90
","30
","55,83
","24,17
","335
"
980,"Orbeetle
","
","60
","45
","110
","80
","120
","90
","84,17
","28,71
","505
"
981,"Nickit
","
","40
","28
","28
","47
","52
","50
","40,83
","10,74
","245
"
982,"Thievul
","
","70
","58
","58
","87
","92
","90
","75,83
","15,85
","455
"
983,"Gossifleur
","
","40
","40
","60
","40
","60
","10
","41,67
","18,35
","250
"
984,"Eldegoss
","
","60
","50
","90
","80
","120
","60
","76,67
","25,82
","460
"
985,"Wooloo
","
","42
","40
","55
","40
","45
","48
","45,00
","5,80
","270
"
986,"Dubwool
","
","72
","80
","100
","60
","90
","88
","81,67
","14,22
","490
"
987,"Chewtle
","
","50
","64
","50
","38
","38
","44
","47,33
","9,77
","284
"
988,"Drednaw
","
","90
","115
","90
","48
","68
","74
","80,83
","22,91
","485
"
989,"Yamper
","
","59
","45
","50
","40
","50
","26
","45,00
","11,24
","270
"
990,"Boltund
","
","69
","90
","60
","90
","60
","121
","81,67
","23,60
","490
"
991,"Rolycoly
","
","30
","40
","50
","40
","50
","30
","40,00
","8,94
","240
"
992,"Carkol
","
","80
","60
","90
","60
","70
","50
","68,33
","14,72
","410
"
993,"Coalossal
","
","110
","80
","120
","80
","90
","30
","85,00
","31,46
","510
"
994,"Applin
","
","40
","40
","80
","40
","40
","20
","43,33
","19,66
","260
"
995,"Flapple
","
","70
","110
","80
","95
","60
","70
","80,83
","18,55
","485
"
996,"Appletun
","
","110
","85
","80
","100
","80
","30
","80,83
","27,64
","485
"
997,"Silicobra
","
","52
","57
","75
","35
","50
","46
","52,50
","13,28
","315
"
998,"Sandaconda
","
","72
","107
","125
","65
","70
","71
","85,00
","24,80
","510
"
999,"Cramorant
","
","70
","85
","55
","85
","95
","85
","79,17
","14,29
","475
"
1000,"Arrokuda
","
","41
","63
","40
","40
","30
","66
","46,67
","14,42
","280
"
1001,"Barraskewda
","
","61
","123
","60
","60
","50
","136
","81,67
","37,49
","490
"
1002,"Toxel
","
","40
","38
","35
","54
","35
","40
","40,33
","7,06
","242
"
1003,"Toxtricity
","
","75
","98
","70
","114
","70
","75
","83,67
","18,16
","502
"
1004,"Sizzlipede
","
","50
","65
","45
","50
","50
","45
","50,83
","7,36
","305
"
1005,"Centiskorch
","
","100
","115
","65
","90
","90
","65
","87,50
","19,69
","525
"
1006,"Clobbopus
","
","50
","68
","60
","50
","50
","32
","51,67
","12,09
","310
"
1007,"Grapploct
","
","80
","118
","90
","70
","80
","42
","80,00
","24,85
","480
"
1008,"Sinistea
","
","40
","45
","45
","74
","54
","50
","51,33
","12,09
","308
"
1009,"Polteageist
","
","60
","65
","65
","134
","114
","70
","84,67
","31,28
","508
"
1010,"Hatenna
","
","42
","30
","45
","56
","53
","39
","44,17
","9,50
","265
"
1011,"Hattrem
","
","57
","40
","65
","86
","73
","49
","61,67
","16,63
","370
"
1012,"Hatterene
","
","57
","90
","95
","136
","103
","29
","85,00
","37,34
","510
"
1013,"Impidimp
","
","45
","45
","30
","55
","40
","50
","44,17
","8,61
","265
"
1014,"Morgrem
","
","65
","60
","45
","75
","55
","70
","61,67
","10,80
","370
"
1015,"Grimmsnarl
","
","95
","120
","65
","95
","75
","60
","85,00
","22,58
","510
"
1016,"Obstagoon
","
","93
","90
","101
","60
","81
","95
","86,67
","14,62
","520
"
1017,"Perrserker
","
","70
","110
","100
","50
","60
","50
","73,33
","25,82
","440
"
1018,"Cursola
","
","60
","95
","50
","145
","130
","30
","85,00
","46,04
","510
"
1019,"Sirfetch'd
","
","62
","135
","95
","68
","82
","65
","84,50
","27,66
","507
"
1020,"Mr. Rime
","
","80
","85
","75
","110
","100
","70
","86,67
","15,38
","520
"
1021,"Runerigus
","
","58
","95
","145
","50
","105
","30
","80,50
","42,33
","483
"
1022,"Milcery
","
","45
","40
","40
","50
","61
","34
","45,00
","9,51
","270
"
1023,"Alcremie
","
","65
","60
","75
","110
","121
","64
","82,50
","26,27
","495
"
1024,"Falinks
","
","65
","100
","100
","70
","60
","75
","78,33
","17,51
","470
"
1025,"Pincurchin
","
","48
","101
","95
","91
","85
","15
","72,50
","33,83
","435
"
1026,"Snom
","
","30
","25
","35
","45
","30
","20
","30,83
","8,61
","185
"
1027,"Frosmoth
","
","70
","65
","60
","125
","90
","65
","79,17
","24,78
","475
"
1028,"Stonjourner
","
","100
","125
","135
","20
","20
","70
","78,33
","50,46
","470
"
1029,"Eiscue (cara de hielo)
","
","75
","80
","110
","65
","90
","50
","78,33
","20,66
","470
"
1030,"Eiscue (cara deshielo)
","
","75
","80
","70
","65
","50
","130
","78,33
","27,33
","470
"
1031,"Indeedee (macho)
","
","60
","65
","55
","105
","95
","95
","79,17
","21,54
","475
"
1032,"Indeedee (hembra)
","
","70
","55
","65
","95
","105
","85
","79,17
","19,08
","475
"
1033,"Morpeko
","
","58
","95
","58
","70
","58
","97
","72,67
","18,67
","436
"
1034,"Cufant
","
","72
","80
","49
","40
","49
","40
","55,00
","16,95
","330
"
1035,"Copperajah
","
","122
","130
","69
","80
","69
","30
","83,33
","37,25
","500
"
1036,"Dracozolt
","
","90
","100
","90
","80
","70
","75
","84,17
","11,14
","505
"
1037,"Arctozolt
","
","90
","100
","90
","90
","80
","55
","84,17
","15,63
","505
"
1038,"Dracovish
","
","90
","90
","100
","70
","80
","75
","84,17
","11,14
","505
"
1039,"Arctovish
","
","90
","90
","100
","80
","90
","55
","84,17
","15,63
","505
"
1040,"Duraludon
","
","70
","95
","115
","120
","50
","85
","89,17
","26,72
","535
"
1041,"Dreepy
","
","28
","60
","30
","40
","30
","82
","45,00
","21,72
","270
"
1042,"Drakloak
","
","68
","80
","50
","60
","50
","102
","68,33
","20,06
","410
"
1043,"Dragapult
","
","88
","120
","75
","100
","75
","142
","100,00
","26,68
","600
"
1044,"Zacian
","
","92
","12029
","115
","80
","115
","138
","110,00
","20,77
","660
"
1045,"Zacian espada suprema
","
","92
","15038
","115
","80
","115
","148
","116,67
","28,47
","700
"
1046,"Zamazenta
","
","92
","12029
","115
","80
","115
","138
","110,00
","20,77
","660
"
1047,"Zamazenta escudo supremo
","
","92
","12029
","14039
","80
","14039
","128
","116,67
","25,22
","700
"
1048,"Eternatus
","
","140
","85
","95
","145
","95
","130
","115,00
","26,27
","690
"
1049,"Eternatus Dinamax infinito
","
","255
","115
","250
","125
","250
","130
","187,50
","70,48
","1125
"
1050,"Kubfu
","
","60
","90
","60
","53
","50
","72
","64,17
","14,76
","385
"
1051,"Urshifu
","
","100
","130
","100
","63
","60
","97
","91,67
","26,31
","550
"
1052,"Zarude
","
","105
","120
","105
","70
","95
","105
","100,00
","16,73
","600
"
1053,"Regieleki
","
","80
","100
","50
","100
","50
","200
","96,67
","55,38
","580
"
1054,"Regidrago
","
","200
","100
","50
","100
","50
","80
","96,67
","55,38
","580
"
1055,"Glastrier
","
","100
","145
","130
","65
","110
","30
","96,67
","42,62
","580
"
1056,"Spectrier
","
","100
","65
","60
","145
","80
","130
","96,67
","34,88
","580
"
1057,"Calyrex
","
","100
","80
","80
","80
","80
","80
","83,33
","8,16
","500
"
1058,"Calyrex jinete glacial
","
","100
","165
","150
","85
","130
","50
","113,33
","43,09
","680
"
1059,"Calyrex jinete espectral
","
","100
","85
","80
","165
","100
","150
","113,33
","35,45
","680
"
1060,"Wyrdeer
","
","103
","105
","72
","105
","75
","65
","87,50
","18,74
","525
"
1061,"Kleavor
","
","70
","135
","95
","45
","70
","85
","83,33
","30,44
","500
"
1062,"Ursaluna
","
","130
","140
","105
","45
","80
","50
","91,67
","40,08
","550
"
1063,"Ursaluna luna carmesí
","
","113
","70
","120
","135
","65
","52
","92,50
","34,31
","555
"
1064,"Basculegion (macho)
","
","120
","112
","65
","80
","75
","78
","88,33
","22,19
","530
"
1065,"Basculegion (hembra)
","
","120
","92
","65
","100
","75
","78
","88,33
","19,91
","530
"
1066,"Sneasler
","
","80
","130
","60
","40
","80
","120
","85,00
","34,50
","510
"
1067,"Overqwil
","
","85
","115
","95
","65
","65
","85
","85,00
","18,97
","510
"
1068,"Enamorus (forma avatar)
","
","74
","115
","70
","135
","80
","106
","96,67
","26,06
","580
"
1069,"Enamorus (forma tótem)
","
","74
","115
","110
","135
","100
","46
","96,67
","31,86
","580
"
1070,"Sprigatito
","
","40
","61
","54
","45
","45
","65
","51,67
","9,95
","310
"
1071,"Floragato
","
","61
","80
","63
","60
","63
","83
","68,33
","10,31
","410
"
1072,"Meowscarada
","
","76
","110
","70
","81
","70
","123
","88,33
","22,58
","530
"
1073,"Fuecoco
","
","67
","45
","59
","63
","40
","36
","51,67
","12,99
","310
"
1074,"Crocalor
","
","81
","55
","78
","90
","58
","49
","68,50
","16,62
","411
"
1075,"Skeledirge
","
","104
","75
","100
","110
","75
","66
","88,33
","18,47
","530
"
1076,"Quaxly
","
","55
","65
","45
","50
","45
","50
","51,67
","7,53
","310
"
1077,"Quaxwell
","
","70
","85
","65
","65
","60
","65
","68,33
","8,76
","410
"
1078,"Quaquaval
","
","85
","120
","80
","85
","75
","85
","88,33
","16,02
","530
"
1079,"Lechonk
","
","54
","45
","40
","35
","45
","35
","42,33
","7,26
","254
"
1080,"Oinkologne (macho)
","
","110
","100
","75
","59
","80
","65
","81,50
","19,89
","489
"
1081,"Oinkologne (hembra)
","
","115
","90
","70
","59
","90
","65
","81,50
","20,87
","489
"
1082,"Tarountula
","
","35
","41
","45
","29
","40
","20
","35,00
","9,19
","210
"
1083,"Spidops
","
","60
","79
","92
","52
","86
","35
","67,33
","22,03
","404
"
1084,"Nymble
","
","33
","46
","40
","21
","25
","45
","35,00
","10,45
","210
"
1085,"Lokix
","
","71
","102
","78
","52
","55
","92
","75,00
","19,86
","450
"
1086,"Pawmi
","
","45
","50
","20
","40
","25
","60
","40,00
","15,17
","240
"
1087,"Pawmo
","
","60
","75
","40
","50
","40
","85
","58,33
","18,62
","350
"
1088,"Pawmot
","
","70
","115
","70
","70
","60
","105
","81,67
","22,51
","490
"
1089,"Tandemaus
","
","50
","50
","45
","40
","45
","75
","50,83
","12,42
","305
"
1090,"Maushold
","
","74
","75
","70
","65
","75
","111
","78,33
","16,46
","470
"
1091,"Fidough
","
","37
","55
","70
","30
","55
","65
","52,00
","15,62
","312
"
1092,"Dachsbun
","
","57
","80
","115
","50
","80
","95
","79,50
","23,99
","477
"
1093,"Smoliv
","
","41
","35
","45
","58
","51
","30
","43,33
","10,29
","260
"
1094,"Dolliv
","
","52
","53
","60
","78
","78
","33
","59,00
","17,23
","354
"
1095,"Arboliva
","
","78
","69
","90
","125
","109
","39
","85,00
","30,40
","510
"
1096,"Squawkabilly
","
","82
","96
","51
","45
","51
","92
","69,50
","23,02
","417
"
1097,"Nacli
","
","55
","55
","75
","35
","35
","25
","46,67
","18,35
","280
"
1098,"Naclstack
","
","60
","60
","100
","35
","65
","35
","59,17
","23,96
","355
"
1099,"Garganacl
","
","100
","100
","130
","45
","90
","35
","83,33
","36,29
","500
"
1100,"Charcadet
","
","40
","50
","40
","50
","40
","35
","42,50
","6,12
","255
"
1101,"Armarouge
","
","85
","60
","100
","125
","80
","75
","87,50
","22,53
","525
"
1102,"Ceruledge
","
","75
","125
","80
","60
","100
","85
","87,50
","22,53
","525
"
1103,"Tadbulb
","
","61
","31
","41
","59
","35
","45
","45,33
","12,36
","272
"
1104,"Bellibolt
","
","109
","64
","91
","103
","83
","45
","82,50
","24,26
","495
"
1105,"Wattrel
","
","40
","40
","35
","55
","40
","70
","46,67
","13,29
","280
"
1106,"Kilowattrel
","
","70
","70
","60
","105
","60
","125
","81,67
","26,96
","490
"
1107,"Maschiff
","
","60
","78
","60
","40
","51
","51
","56,67
","12,80
","340
"
1108,"Mabosstiff
","
","80
","120
","90
","60
","70
","85
","84,17
","20,60
","505
"
1109,"Shroodle
","
","40
","65
","35
","40
","35
","75
","48,33
","17,22
","290
"
1110,"Grafaiai
","
","63
","95
","65
","80
","72
","110
","80,83
","18,43
","485
"
1111,"Bramblin
","
","40
","65
","30
","45
","35
","60
","45,83
","13,93
","275
"
1112,"Brambleghast
","
","55
","115
","70
","80
","70
","90
","80,00
","20,74
","480
"
1113,"Toedscool
","
","40
","40
","35
","50
","100
","70
","55,83
","24,98
","335
"
1114,"Toedscruel
","
","80
","70
","65
","80
","120
","100
","85,83
","20,60
","515
"
1115,"Klawf
","
","70
","100
","115
","35
","55
","75
","75,00
","29,15
","450
"
1116,"Capsakid
","
","50
","62
","40
","62
","40
","50
","50,67
","9,85
","304
"
1117,"Scovillain
","
","65
","108
","65
","108
","65
","75
","81,00
","21,27
","486
"
1118,"Rellor
","
","41
","50
","60
","31
","58
","30
","45,00
","13,08
","270
"
1119,"Rabsca
","
","75
","50
","85
","115
","100
","45
","78,33
","27,51
","470
"
1120,"Flittle
","
","30
","35
","30
","55
","30
","75
","42,50
","18,64
","255
"
1121,"Espathra
","
","95
","60
","60
","101
","60
","105
","80,17
","22,32
","481
"
1122,"Tinkatink
","
","50
","45
","45
","35
","64
","58
","49,50
","10,33
","297
"
1123,"Tinkatuff
","
","65
","55
","55
","45
","82
","78
","63,33
","14,43
","380
"
1124,"Tinkaton
","
","85
","75
","77
","70
","105
","94
","84,33
","13,17
","506
"
1125,"Wiglett
","
","10
","55
","25
","35
","25
","95
","40,83
","30,40
","245
"
1126,"Wugtrio
","
","35
","100
","50
","50
","70
","120
","70,83
","32,93
","425
"
1127,"Bombirdier
","
","70
","103
","85
","60
","85
","82
","80,83
","14,69
","485
"
1128,"Finizen
","
","70
","45
","40
","45
","40
","75
","52,50
","15,73
","315
"
1129,"Palafin (ingenua)
","
","100
","70
","72
","53
","62
","100
","76,17
","19,64
","457
"
1130,"Palafin (heroica)
","
","100
","160
","97
","106
","87
","100
","108,33
","26,07
","650
"
1131,"Varoom
","
","45
","70
","63
","30
","45
","47
","50,00
","14,34
","300
"
1132,"Revavroom
","
","80
","119
","90
","54
","67
","90
","83,33
","22,36
","500
"
1133,"Cyclizar
","
","70
","95
","65
","85
","65
","121
","83,50
","21,94
","501
"
1134,"Orthworm
","
","70
","85
","145
","60
","55
","65
","80,00
","33,47
","480
"
1135,"Glimmet
","
","48
","35
","42
","105
","60
","60
","58,33
","24,91
","350
"
1136,"Glimmora
","
","83
","55
","90
","130
","81
","86
","87,50
","24,22
","525
"
1137,"Greavard
","
","50
","61
","60
","30
","55
","34
","48,33
","13,31
","290
"
1138,"Houndstone
","
","72
","101
","100
","50
","97
","68
","81,33
","21,11
","488
"
1139,"Flamigo
","
","82
","115
","74
","75
","64
","90
","83,33
","17,77
","500
"
1140,"Cetoddle
","
","108
","68
","45
","30
","40
","43
","55,67
","28,53
","334
"
1141,"Cetitan
","
","170
","113
","65
","45
","55
","73
","86,83
","46,97
","521
"
1142,"Veluza
","
","90
","102
","73
","78
","65
","70
","79,67
","13,87
","478
"
1143,"Dondozo
","
","150
","100
","115
","65
","65
","35
","88,33
","41,43
","530
"
1144,"Tatsugiri
","
","68
","50
","60
","120
","95
","82
","79,17
","25,57
","475
"
1145,"Annihilape
","
","110
","115
","80
","50
","90
","90
","89,17
","23,33
","535
"
1146,"Clodsire
","
","130
","75
","60
","45
","100
","20
","71,67
","39,33
","430
"
1147,"Farigiraf
","
","120
","90
","70
","110
","70
","60
","86,67
","24,22
","520
"
1148,"Dudunsparce
","
","125
","100
","80
","85
","75
","55
","86,67
","23,80
","520
"
1149,"Kingambit
","
","100
","135
","120
","60
","85
","50
","91,67
","33,27
","550
"
1150,"Colmilargo
","
","115
","131
","131
","53
","53
","87
","95,00
","36,29
","570
"
1151,"Colagrito
","
","115
","65
","99
","65
","115
","111
","95,00
","23,97
","570
"
1152,"Furioseta
","
","111
","127
","99
","79
","99
","55
","95,00
","25,17
","570
"
1153,"Melenaleteo
","
","55
","55
","55
","135
","135
","135
","95,00
","43,82
","570
"
1154,"Reptalada
","
","85
","135
","79
","85
","105
","81
","95,00
","21,69
","570
"
1155,"Pelarena
","
","85
","81
","97
","121
","85
","101
","95,00
","14,91
","570
"
1156,"Ferrodada
","
","90
","112
","120
","72
","70
","106
","95,00
","21,04
","570
"
1157,"Ferrosaco
","
","56
","80
","114
","124
","60
","136
","95,00
","34,22
","570
"
1158,"Ferropalmas
","
","154
","140
","108
","50
","68
","50
","95,00
","45,73
","570
"
1159,"Ferrocuello
","
","94
","80
","86
","122
","80
","108
","95,00
","16,91
","570
"
1160,"Ferropolilla
","
","80
","70
","60
","140
","110
","110
","95,00
","30,17
","570
"
1161,"Ferropúas
","
","100
","134
","110
","70
","84
","72
","95,00
","24,68
","570
"
1162,"Frigibax
","
","65
","75
","45
","35
","45
","55
","53,33
","14,72
","320
"
1163,"Arctibax
","
","90
","95
","66
","45
","65
","62
","70,50
","18,73
","423
"
1164,"Baxcalibur
","
","115
","145
","92
","75
","86
","87
","100,00
","25,71
","600
"
1165,"Gimmighoul (cofre)
","
","45
","30
","70
","75
","70
","10
","50,00
","26,27
","300
"
1166,"Gimmighoul (andante)
","
","45
","30
","25
","75
","45
","80
","50,00
","22,80
","300
"
1167,"Gholdengo
","
","87
","60
","95
","133
","91
","84
","91,67
","23,68
","550
"
1168,"Wo-Chien
","
","85
","85
","100
","95
","135
","70
","95,00
","22,14
","570
"
1169,"Chien-Pao
","
","80
","120
","80
","90
","65
","135
","95,00
","26,83
","570
"
1170,"Ting-Lu
","
","155
","110
","125
","55
","80
","45
","95,00
","42,54
","570
"
1171,"Chi-Yu
","
","55
","80
","80
","135
","120
","100
","95,00
","29,33
","570
"
1172,"Bramaluna
","
","105
","139
","71
","55
","101
","119
","98,33
","30,85
","590
"
1173,"Ferropaladín
","
","74
","130
","90
","120
","60
","116
","98,33
","27,98
","590
"
1174,"Koraidon
","
","100
","135
","115
","85
","100
","135
","111,67
","20,41
","670
"
1175,"Miraidon
","
","100
","85
","100
","135
","115
","135
","111,67
","20,41
","670
"
1176,"Ondulagua
","
","99
","83
","91
","125
","83
","109
","98,33
","16,43
","590
"
1177,"Ferroverdor
","
","90
","130
","88
","70
","108
","104
","98,33
","20,53
","590
"
1178,"Dipplin
","
","80
","80
","110
","95
","80
","40
","80,83
","23,33
","485
"
1179,"Poltchageist
","
","40
","45
","45
","74
","54
","50
","51,33
","12,09
","308
"
1180,"Sinistcha
","
","71
","60
","106
","121
","80
","70
","84,67
","23,69
","508
"
1181,"Okidogi
","
","88
","128
","115
","58
","86
","80
","92,50
","25,20
","555
"
1182,"Munkidori
","
","88
","75
","66
","130
","90
","106
","92,50
","22,91
","555
"
1183,"Fezandipiti
","
","88
","91
","82
","70
","125
","99
","92,50
","18,64
","555
"
1184,"Ogerpon
","
","80
","120
","84
","60
","96
","110
","91,67
","21,70
","550
"
1185,"Archaludon
","
","90
","105
","130
","125
","65
","85
","100,00
","24,90
","600
"
1186,"Hydrapple
","
","106
","80
","110
","120
","80
","44
","90,00
","27,82
","540
"
1187,"Flamariete
","
","105
","115
","121
","65
","93
","91
","98,33
","20,14
","590
"
1188,"Electrofuria
","
","125
","73
","91
","137
","89
","75
","98,33
","26,58
","590
"
1189,"Ferromole
","
","90
","120
","80
","68
","108
","124
","98,33
","22,57
","590
"
1190,"Ferrotesta
","
","90
","72
","100
","122
","108
","98
","98,33
","16,84
","590
"
1191,"Terapagos
","
","90
","65
","85
","65
","85
","60
","75,00
","13,03
","450
"
1192,"Terapagos Teracristal
","
","95
","95
","110
","105
","110
","85
","100,00
","10,00
","600
"
1193,"Terapagos astral
","
","160
","105
","110
","130
","110
","85
","116,66
","25,62
","700
"
1194,"Pecharunt
","
","88
","88
","160
","88
","88
","88
","100,00
","29,39
","600
"
